Nonce Bits | Signatures |  Success Rate (%)
       264 |         15 |               0.0
       264 |         16 |               0.0
       264 |         17 |               0.0
       264 |         18 |               0.0
       264 |         19 |               0.0
       264 |         20 |               0.0
       264 |         21 |               0.0
       264 |         22 |               0.0
       264 |         23 |               0.0
       264 |         24 |               0.0
       264 |         25 |               0.0
       264 |         26 |               0.0
       264 |         27 |               0.0
       264 |         28 |              10.0
       264 |         29 |               0.0
       264 |         30 |               0.0
       264 |         31 |               0.0
       264 |         32 |               0.0
       264 |         33 |               0.0
       264 |         34 |               0.0
       264 |         35 |               0.0
       264 |         36 |               0.0
       264 |         37 |               0.0
       264 |         38 |               0.0
       264 |         39 |               0.0
       264 |         40 |               0.0
       264 |         41 |               0.0
       264 |         42 |               0.0
       264 |         43 |               0.0
       264 |         44 |               0.0
       264 |         45 |               0.0
       264 |         46 |               0.0
       264 |         47 |               0.0
       264 |         48 |               0.0
       264 |         49 |               0.0
       264 |         50 |               0.0
       272 |          2 |               0.0
       272 |          3 |               0.0
       272 |          4 |               0.0
       272 |          5 |               0.0
       272 |          6 |               0.0
       272 |          7 |               0.0
       272 |          8 |               0.0
       272 |          9 |               0.0
       272 |         10 |               0.0
       272 |         11 |               0.0
       272 |         12 |               0.0
       272 |         13 |               0.0
       272 |         14 |               0.0
       272 |         15 |               0.0
       272 |         16 |               0.0
       272 |         17 |               0.0
       272 |         18 |               0.0
       272 |         19 |               0.0
       272 |         20 |               0.0
       272 |         21 |               0.0
       272 |         22 |               0.0
       272 |         23 |               0.0
       272 |         24 |               0.0
       272 |         25 |               0.0
       272 |         26 |               0.0
       272 |         27 |               0.0
       272 |         28 |               0.0
       272 |         29 |               0.0
       272 |         30 |               0.0
       272 |         31 |               0.0
       272 |         32 |               0.0
       272 |         33 |               0.0
       272 |         34 |               0.0
       272 |         35 |               0.0
       272 |         36 |               0.0
       272 |         37 |               0.0
       272 |         38 |               0.0
       272 |         39 |               0.0
       272 |         40 |               0.0
       272 |         41 |               0.0
       272 |         42 |               0.0
       272 |         43 |               0.0
       272 |         44 |               0.0
       272 |         45 |               0.0
       272 |         46 |               0.0
       272 |         47 |               0.0
       272 |         48 |               0.0
       272 |         49 |               0.0
       272 |         50 |               0.0
       280 |          2 |               0.0
       280 |          3 |               0.0
       280 |          4 |               0.0
       280 |          5 |               0.0
       280 |          6 |               0.0
       280 |          7 |               0.0
       280 |          8 |               0.0
       280 |          9 |               0.0
       280 |         10 |               0.0
       280 |         11 |               0.0
       280 |         12 |               0.0
       280 |         13 |               0.0
       280 |         14 |               0.0
       280 |         15 |               0.0
       280 |         16 |               0.0
       280 |         17 |               0.0
       280 |         18 |               0.0
       280 |         19 |               0.0
       280 |         20 |               0.0
       280 |         21 |               0.0
       280 |         22 |               0.0
       280 |         23 |               0.0
       280 |         24 |               0.0
       280 |         25 |               0.0
       280 |         26 |               0.0
       280 |         27 |               0.0
       280 |         28 |               0.0
       280 |         29 |               0.0
       280 |         30 |               0.0
       280 |         31 |               0.0
       280 |         32 |               0.0
       280 |         33 |               0.0
       280 |         34 |               0.0
       280 |         35 |               0.0
       280 |         36 |               0.0
       280 |         37 |               0.0
       280 |         38 |               0.0
       280 |         39 |               0.0
       280 |         40 |               0.0
       280 |         41 |               0.0
       280 |         42 |               0.0
       280 |         43 |               0.0
       280 |         44 |               0.0
       280 |         45 |               0.0
       280 |         46 |               0.0
       280 |         47 |               0.0
       280 |         48 |               0.0
       280 |         49 |               0.0
       280 |         50 |               0.0

Command being timed: "/usr/bin/python3 /home/dandi/smt8/LLL/eksperimen.py"
        User time (seconds): 2163.02
        System time (seconds): 28.20
        Percent of CPU this job got: 99%
        Elapsed (wall clock) time (h:mm:ss or m:ss): 36:32.15
        Average shared text size (kbytes): 0
        Average unshared data size (kbytes): 0
        Average stack size (kbytes): 0
        Average total size (kbytes): 0
        Maximum resident set size (kbytes): 194916
        Average resident set size (kbytes): 0
        Major (requiring I/O) page faults: 0
        Minor (reclaiming a frame) page faults: 31174
        Voluntary context switches: 10
        Involuntary context switches: 17779
        Swaps: 0
        File system inputs: 0
        File system outputs: 48
        Socket messages sent: 0
        Socket messages received: 0
        Signals delivered: 0
        Page size (bytes): 4096
        Exit status: 0
